table_row_id,table_id,table_order,section_id,row_order,row_key,row_label,values_json,scope,denominator,independent_unit,source_notebook_ids_json,source_paths_json,source_row_ids_json,applicability_status,interpretation,schema_version,status,issue
thesis_b40c77a493769b0f38c5379f,t12_ablation,12,policy-ablation,2,complete_approved_framework,complete_approved_framework,"{""applicability_states"": [""not_applicable_zero_control"", ""supported"", ""supported_with_explicit_missing_states""], ""model_ids"": [""hint_places2"", ""lama"", ""opencv_telea"", ""stable_diffusion_inpainting""], ""result_kinds"": [""case_priority_rank"", ""flag_summary"", ""model_rank"", ""scenario_summary""], ""row_count"": 2636, ""scenario_family"": ""metric""}",metric_and_region_policy_ablation,2636 scenario result rows,ablation scenario,"[""28""]","[""outputs/28_metric_and_region_policy_ablation/metrics/ablation_results.csv"", ""outputs/28_metric_and_region_policy_ablation/metrics/flag_stability.csv""]","[""all_rows:scenario_id=complete_approved_framework""]",supported,Each scenario is retained separately so policy sensitivity is not hidden by a combined score.,thesis_tables.v1,ok,
thesis_5c8fe9c376018107cfbca98a,t12_ablation,12,policy-ablation,3,content_region_only,content_region_only,"{""applicability_states"": [""not_applicable_zero_control"", ""supported"", ""supported_with_explicit_missing_states""], ""model_ids"": [""hint_places2"", ""lama"", ""opencv_telea"", ""stable_diffusion_inpainting""], ""result_kinds"": [""case_priority_rank"", ""flag_summary"", ""model_rank"", ""scenario_summary""], ""row_count"": 2636, ""scenario_family"": ""region""}",metric_and_region_policy_ablation,2636 scenario result rows,ablation scenario,"[""28""]","[""outputs/28_metric_and_region_policy_ablation/metrics/ablation_results.csv"", ""outputs/28_metric_and_region_policy_ablation/metrics/flag_stability.csv""]","[""all_rows:scenario_id=content_region_only""]",supported,Each scenario is retained separately so policy sensitivity is not hidden by a combined score.,thesis_tables.v1,ok,
thesis_4694379a2c5cdde18b975319,t12_ablation,12,policy-ablation,4,critical_only,critical_only,"{""applicability_states"": [""supported"", ""supported_with_explicit_missing_states""], ""model_ids"": [], ""result_kinds"": [""flag_summary"", ""scenario_summary""], ""row_count"": 12, ""scenario_family"": ""aggregation""}",metric_and_region_policy_ablation,12 scenario result rows,ablation scenario,"[""28""]","[""outputs/28_metric_and_region_policy_ablation/metrics/ablation_results.csv"", ""outputs/28_metric_and_region_policy_ablation/metrics/flag_stability.csv""]","[""all_rows:scenario_id=critical_only""]",supported,Each scenario is retained separately so policy sensitivity is not hidden by a combined score.,thesis_tables.v1,ok,
thesis_f1cfd09de39ed68336ab10ca,t12_ablation,12,policy-ablation,5,full_image_only,full_image_only,"{""applicability_states"": [""not_applicable_zero_control"", ""supported"", ""supported_with_explicit_missing_states""], ""model_ids"": [""hint_places2"", ""lama"", ""opencv_telea"", ""stable_diffusion_inpainting""], ""result_kinds"": [""case_priority_rank"", ""flag_summary"", ""model_rank"", ""scenario_summary""], ""row_count"": 2636, ""scenario_family"": ""region""}",metric_and_region_policy_ablation,2636 scenario result rows,ablation scenario,"[""28""]","[""outputs/28_metric_and_region_policy_ablation/metrics/ablation_results.csv"", ""outputs/28_metric_and_region_policy_ablation/metrics/flag_stability.csv""]","[""all_rows:scenario_id=full_image_only""]",supported,Each scenario is retained separately so policy sensitivity is not hidden by a combined score.,thesis_tables.v1,ok,
thesis_9dd06a8bab3c3336338e717a,t12_ablation,12,policy-ablation,6,mask_bbox_only,mask_bbox_only,"{""applicability_states"": [""not_applicable_zero_control"", ""supported"", ""supported_with_explicit_missing_states""], ""model_ids"": [""hint_places2"", ""lama"", ""opencv_telea"", ""stable_diffusion_inpainting""], ""result_kinds"": [""case_priority_rank"", ""flag_summary"", ""model_rank"", ""scenario_summary""], ""row_count"": 2636, ""scenario_family"": ""region""}",metric_and_region_policy_ablation,2636 scenario result rows,ablation scenario,"[""28""]","[""outputs/28_metric_and_region_policy_ablation/metrics/ablation_results.csv"", ""outputs/28_metric_and_region_policy_ablation/metrics/flag_stability.csv""]","[""all_rows:scenario_id=mask_bbox_only""]",supported,Each scenario is retained separately so policy sensitivity is not hidden by a combined score.,thesis_tables.v1,ok,
thesis_e2f41111bec2e928df9aaede,t12_ablation,12,policy-ablation,7,masked_pixels_where_valid,masked_pixels_where_valid,"{""applicability_states"": [""not_applicable_zero_control"", ""supported"", ""supported_with_explicit_missing_states""], ""model_ids"": [""hint_places2"", ""lama"", ""opencv_telea"", ""stable_diffusion_inpainting""], ""result_kinds"": [""case_priority_rank"", ""flag_summary"", ""model_rank"", ""scenario_summary""], ""row_count"": 2636, ""scenario_family"": ""region""}",metric_and_region_policy_ablation,2636 scenario result rows,ablation scenario,"[""28""]","[""outputs/28_metric_and_region_policy_ablation/metrics/ablation_results.csv"", ""outputs/28_metric_and_region_policy_ablation/metrics/flag_stability.csv""]","[""all_rows:scenario_id=masked_pixels_where_valid""]",supported,Each scenario is retained separately so policy sensitivity is not hidden by a combined score.,thesis_tables.v1,ok,
thesis_08a43f098f2c2403f47f67ff,t12_ablation,12,policy-ablation,8,more_sensitive_thresholds,more_sensitive_thresholds,"{""applicability_states"": [""supported"", ""supported_with_explicit_missing_states""], ""model_ids"": [], ""result_kinds"": [""flag_summary"", ""scenario_summary""], ""row_count"": 12, ""scenario_family"": ""threshold""}",metric_and_region_policy_ablation,12 scenario result rows,ablation scenario,"[""28""]","[""outputs/28_metric_and_region_policy_ablation/metrics/ablation_results.csv"", ""outputs/28_metric_and_region_policy_ablation/metrics/flag_stability.csv""]","[""all_rows:scenario_id=more_sensitive_thresholds""]",supported,Each scenario is retained separately so policy sensitivity is not hidden by a combined score.,thesis_tables.v1,ok,
thesis_72f05773a6570cb8d4bf16ae,t12_ablation,12,policy-ablation,9,more_specific_thresholds,more_specific_thresholds,"{""applicability_states"": [""supported"", ""supported_with_explicit_missing_states""], ""model_ids"": [], ""result_kinds"": [""flag_summary"", ""scenario_summary""], ""row_count"": 12, ""scenario_family"": ""threshold""}",metric_and_region_policy_ablation,12 scenario result rows,ablation scenario,"[""28""]","[""outputs/28_metric_and_region_policy_ablation/metrics/ablation_results.csv"", ""outputs/28_metric_and_region_policy_ablation/metrics/flag_stability.csv""]","[""all_rows:scenario_id=more_specific_thresholds""]",supported,Each scenario is retained separately so policy sensitivity is not hidden by a combined score.,thesis_tables.v1,ok,
thesis_2b8837e417b445c789372c92,t12_ablation,12,policy-ablation,10,one_warning_or_one_critical,one_warning_or_one_critical,"{""applicability_states"": [""supported"", ""supported_with_explicit_missing_states""], ""model_ids"": [], ""result_kinds"": [""flag_summary"", ""scenario_summary""], ""row_count"": 12, ""scenario_family"": ""aggregation""}",metric_and_region_policy_ablation,12 scenario result rows,ablation scenario,"[""28""]","[""outputs/28_metric_and_region_policy_ablation/metrics/ablation_results.csv"", ""outputs/28_metric_and_region_policy_ablation/metrics/flag_stability.csv""]","[""all_rows:scenario_id=one_warning_or_one_critical""]",supported,Each scenario is retained separately so policy sensitivity is not hidden by a combined score.,thesis_tables.v1,ok,
thesis_7229e0709eb7c98017628b33,t12_ablation,12,policy-ablation,11,only_classical,only_classical,"{""applicability_states"": [""not_applicable_zero_control"", ""supported"", ""supported_with_explicit_missing_states""], ""model_ids"": [""hint_places2"", ""lama"", ""opencv_telea"", ""stable_diffusion_inpainting""], ""result_kinds"": [""case_priority_rank"", ""flag_summary"", ""model_rank"", ""scenario_summary""], ""row_count"": 2636, ""scenario_family"": ""metric""}",metric_and_region_policy_ablation,2636 scenario result rows,ablation scenario,"[""28""]","[""outputs/28_metric_and_region_policy_ablation/metrics/ablation_results.csv"", ""outputs/28_metric_and_region_policy_ablation/metrics/flag_stability.csv""]","[""all_rows:scenario_id=only_classical""]",supported,Each scenario is retained separately so policy sensitivity is not hidden by a combined score.,thesis_tables.v1,ok,
thesis_469cc165076aea6f6715bf0b,t12_ablation,12,policy-ablation,12,only_perceptual,only_perceptual,"{""applicability_states"": [""not_applicable_zero_control"", ""supported"", ""supported_with_explicit_missing_states""], ""model_ids"": [""hint_places2"", ""lama"", ""opencv_telea"", ""stable_diffusion_inpainting""], ""result_kinds"": [""case_priority_rank"", ""flag_summary"", ""model_rank"", ""scenario_summary""], ""row_count"": 2636, ""scenario_family"": ""metric""}",metric_and_region_policy_ablation,2636 scenario result rows,ablation scenario,"[""28""]","[""outputs/28_metric_and_region_policy_ablation/metrics/ablation_results.csv"", ""outputs/28_metric_and_region_policy_ablation/metrics/flag_stability.csv""]","[""all_rows:scenario_id=only_perceptual""]",supported,Each scenario is retained separately so policy sensitivity is not hidden by a combined score.,thesis_tables.v1,ok,
thesis_4fd581ef30a4e466587bdf1e,t12_ablation,12,policy-ablation,13,only_semantic_feature,only_semantic_feature,"{""applicability_states"": [""not_applicable_zero_control"", ""supported"", ""supported_with_explicit_missing_states""], ""model_ids"": [""hint_places2"", ""lama"", ""opencv_telea"", ""stable_diffusion_inpainting""], ""result_kinds"": [""case_priority_rank"", ""flag_summary"", ""model_rank"", ""scenario_summary""], ""row_count"": 2636, ""scenario_family"": ""metric""}",metric_and_region_policy_ablation,2636 scenario result rows,ablation scenario,"[""28""]","[""outputs/28_metric_and_region_policy_ablation/metrics/ablation_results.csv"", ""outputs/28_metric_and_region_policy_ablation/metrics/flag_stability.csv""]","[""all_rows:scenario_id=only_semantic_feature""]",supported,Each scenario is retained separately so policy sensitivity is not hidden by a combined score.,thesis_tables.v1,ok,
thesis_fd1a49566ded10702916d6de,t12_ablation,12,policy-ablation,14,outside_mask_only,outside_mask_only,"{""applicability_states"": [""not_applicable_zero_control"", ""supported"", ""supported_with_explicit_missing_states""], ""model_ids"": [""hint_places2"", ""lama"", ""opencv_telea"", ""stable_diffusion_inpainting""], ""result_kinds"": [""case_priority_rank"", ""flag_summary"", ""model_rank"", ""scenario_summary""], ""row_count"": 2636, ""scenario_family"": ""region""}",metric_and_region_policy_ablation,2636 scenario result rows,ablation scenario,"[""28""]","[""outputs/28_metric_and_region_policy_ablation/metrics/ablation_results.csv"", ""outputs/28_metric_and_region_policy_ablation/metrics/flag_stability.csv""]","[""all_rows:scenario_id=outside_mask_only""]",supported,Each scenario is retained separately so policy sensitivity is not hidden by a combined score.,thesis_tables.v1,ok,
thesis_f57cbc2cd6e0ace41290e3a6,t12_ablation,12,policy-ablation,15,three_warnings_or_one_critical,three_warnings_or_one_critical,"{""applicability_states"": [""supported"", ""supported_with_explicit_missing_states""], ""model_ids"": [], ""result_kinds"": [""flag_summary"", ""scenario_summary""], ""row_count"": 12, ""scenario_family"": ""aggregation""}",metric_and_region_policy_ablation,12 scenario result rows,ablation scenario,"[""28""]","[""outputs/28_metric_and_region_policy_ablation/metrics/ablation_results.csv"", ""outputs/28_metric_and_region_policy_ablation/metrics/flag_stability.csv""]","[""all_rows:scenario_id=three_warnings_or_one_critical""]",supported,Each scenario is retained separately so policy sensitivity is not hidden by a combined score.,thesis_tables.v1,ok,
thesis_3241a6186adfe8224033c84e,t12_ablation,12,policy-ablation,16,without_classical,without_classical,"{""applicability_states"": [""not_applicable_zero_control"", ""supported"", ""supported_with_explicit_missing_states""], ""model_ids"": [""hint_places2"", ""lama"", ""opencv_telea"", ""stable_diffusion_inpainting""], ""result_kinds"": [""case_priority_rank"", ""flag_summary"", ""model_rank"", ""scenario_summary""], ""row_count"": 2636, ""scenario_family"": ""metric""}",metric_and_region_policy_ablation,2636 scenario result rows,ablation scenario,"[""28""]","[""outputs/28_metric_and_region_policy_ablation/metrics/ablation_results.csv"", ""outputs/28_metric_and_region_policy_ablation/metrics/flag_stability.csv""]","[""all_rows:scenario_id=without_classical""]",supported,Each scenario is retained separately so policy sensitivity is not hidden by a combined score.,thesis_tables.v1,ok,
thesis_279c4ac2de4201af7d68db57,t12_ablation,12,policy-ablation,17,without_clip,without_clip,"{""applicability_states"": [""not_applicable_zero_control"", ""supported"", ""supported_with_explicit_missing_states""], ""model_ids"": [""hint_places2"", ""lama"", ""opencv_telea"", ""stable_diffusion_inpainting""], ""result_kinds"": [""case_priority_rank"", ""flag_summary"", ""model_rank"", ""scenario_summary""], ""row_count"": 2636, ""scenario_family"": ""metric""}",metric_and_region_policy_ablation,2636 scenario result rows,ablation scenario,"[""28""]","[""outputs/28_metric_and_region_policy_ablation/metrics/ablation_results.csv"", ""outputs/28_metric_and_region_policy_ablation/metrics/flag_stability.csv""]","[""all_rows:scenario_id=without_clip""]",supported,Each scenario is retained separately so policy sensitivity is not hidden by a combined score.,thesis_tables.v1,ok,
thesis_a66d3bdb6137f80b82b5626c,t12_ablation,12,policy-ablation,18,without_colour,without_colour,"{""applicability_states"": [""not_applicable_zero_control"", ""supported"", ""supported_with_explicit_missing_states""], ""model_ids"": [""hint_places2"", ""lama"", ""opencv_telea"", ""stable_diffusion_inpainting""], ""result_kinds"": [""case_priority_rank"", ""flag_summary"", ""model_rank"", ""scenario_summary""], ""row_count"": 2636, ""scenario_family"": ""metric""}",metric_and_region_policy_ablation,2636 scenario result rows,ablation scenario,"[""28""]","[""outputs/28_metric_and_region_policy_ablation/metrics/ablation_results.csv"", ""outputs/28_metric_and_region_policy_ablation/metrics/flag_stability.csv""]","[""all_rows:scenario_id=without_colour""]",supported,Each scenario is retained separately so policy sensitivity is not hidden by a combined score.,thesis_tables.v1,ok,
thesis_0318134108403e08f78b0419,t12_ablation,12,policy-ablation,19,without_dinov2,without_dinov2,"{""applicability_states"": [""not_applicable_zero_control"", ""supported"", ""supported_with_explicit_missing_states""], ""model_ids"": [""hint_places2"", ""lama"", ""opencv_telea"", ""stable_diffusion_inpainting""], ""result_kinds"": [""case_priority_rank"", ""flag_summary"", ""model_rank"", ""scenario_summary""], ""row_count"": 2636, ""scenario_family"": ""metric""}",metric_and_region_policy_ablation,2636 scenario result rows,ablation scenario,"[""28""]","[""outputs/28_metric_and_region_policy_ablation/metrics/ablation_results.csv"", ""outputs/28_metric_and_region_policy_ablation/metrics/flag_stability.csv""]","[""all_rows:scenario_id=without_dinov2""]",supported,Each scenario is retained separately so policy sensitivity is not hidden by a combined score.,thesis_tables.v1,ok,
thesis_7ffeaf78fa335f5995f9fcdc,t12_ablation,12,policy-ablation,20,without_lpips,without_lpips,"{""applicability_states"": [""not_applicable_zero_control"", ""supported"", ""supported_with_explicit_missing_states""], ""model_ids"": [""hint_places2"", ""lama"", ""opencv_telea"", ""stable_diffusion_inpainting""], ""result_kinds"": [""case_priority_rank"", ""flag_summary"", ""model_rank"", ""scenario_summary""], ""row_count"": 2636, ""scenario_family"": ""metric""}",metric_and_region_policy_ablation,2636 scenario result rows,ablation scenario,"[""28""]","[""outputs/28_metric_and_region_policy_ablation/metrics/ablation_results.csv"", ""outputs/28_metric_and_region_policy_ablation/metrics/flag_stability.csv""]","[""all_rows:scenario_id=without_lpips""]",supported,Each scenario is retained separately so policy sensitivity is not hidden by a combined score.,thesis_tables.v1,ok,
thesis_0d18f7a80d7899fc4514c42f,t12_ablation,12,policy-ablation,21,without_seam,without_seam,"{""applicability_states"": [""not_applicable_zero_control"", ""supported"", ""supported_with_explicit_missing_states""], ""model_ids"": [""hint_places2"", ""lama"", ""opencv_telea"", ""stable_diffusion_inpainting""], ""result_kinds"": [""case_priority_rank"", ""flag_summary"", ""model_rank"", ""scenario_summary""], ""row_count"": 2636, ""scenario_family"": ""metric""}",metric_and_region_policy_ablation,2636 scenario result rows,ablation scenario,"[""28""]","[""outputs/28_metric_and_region_policy_ablation/metrics/ablation_results.csv"", ""outputs/28_metric_and_region_policy_ablation/metrics/flag_stability.csv""]","[""all_rows:scenario_id=without_seam""]",supported,Each scenario is retained separately so policy sensitivity is not hidden by a combined score.,thesis_tables.v1,ok,
thesis_04f831fef533a440667644cb,t12_ablation,12,policy-ablation,22,without_texture,without_texture,"{""applicability_states"": [""not_applicable_zero_control"", ""supported"", ""supported_with_explicit_missing_states""], ""model_ids"": [""hint_places2"", ""lama"", ""opencv_telea"", ""stable_diffusion_inpainting""], ""result_kinds"": [""case_priority_rank"", ""flag_summary"", ""model_rank"", ""scenario_summary""], ""row_count"": 2636, ""scenario_family"": ""metric""}",metric_and_region_policy_ablation,2636 scenario result rows,ablation scenario,"[""28""]","[""outputs/28_metric_and_region_policy_ablation/metrics/ablation_results.csv"", ""outputs/28_metric_and_region_policy_ablation/metrics/flag_stability.csv""]","[""all_rows:scenario_id=without_texture""]",supported,Each scenario is retained separately so policy sensitivity is not hidden by a combined score.,thesis_tables.v1,ok,
thesis_d0ae140ca752ed883df6c6b1,t12_ablation,12,policy-ablation,23,without_uncertainty,without_uncertainty,"{""applicability_states"": [""not_applicable_zero_control"", ""supported"", ""supported_with_explicit_missing_states""], ""model_ids"": [""hint_places2"", ""lama"", ""opencv_telea"", ""stable_diffusion_inpainting""], ""result_kinds"": [""case_priority_rank"", ""flag_summary"", ""model_rank"", ""scenario_summary""], ""row_count"": 2636, ""scenario_family"": ""metric""}",metric_and_region_policy_ablation,2636 scenario result rows,ablation scenario,"[""28""]","[""outputs/28_metric_and_region_policy_ablation/metrics/ablation_results.csv"", ""outputs/28_metric_and_region_policy_ablation/metrics/flag_stability.csv""]","[""all_rows:scenario_id=without_uncertainty""]",supported,Each scenario is retained separately so policy sensitivity is not hidden by a combined score.,thesis_tables.v1,ok,
thesis_c13d4ccaaa9df8c89ce048a5,t13_explainability,13,explainability,1,recommendation__do_not_rely_automatically,Recommendation — do_not_rely_automatically,"{""candidate_count"": 2366, ""model_count"": 5, ""painting_count"": 300}",complete_explanation_catalog,2366 candidates,candidate nested within case and painting,"[""29""]","[""outputs/29_explainable_ai_and_case_retrieval/data/explanation_cases.csv""]","[""all_rows:recommendation_category=do_not_rely_automatically""]",supported,Recommendation categories organize review priority and do not establish restoration correctness.,thesis_tables.v1,ok,
thesis_6e1429357d6d6d51e30becd8,t13_explainability,13,explainability,2,recommendation__specialist_review_required,Recommendation — specialist_review_required,"{""candidate_count"": 10573, ""model_count"": 5, ""painting_count"": 300}",complete_explanation_catalog,10573 candidates,candidate nested within case and painting,"[""29""]","[""outputs/29_explainable_ai_and_case_retrieval/data/explanation_cases.csv""]","[""all_rows:recommendation_category=specialist_review_required""]",supported,Recommendation categories organize review priority and do not establish restoration correctness.,thesis_tables.v1,ok,
thesis_3d979b08d301d08f7080f178,t13_explainability,13,explainability,3,recommendation__suitable_for_preliminary_inspection,Recommendation — suitable_for_preliminary_inspection,"{""candidate_count"": 757, ""model_count"": 4, ""painting_count"": 41}",complete_explanation_catalog,757 candidates,candidate nested within case and painting,"[""29""]","[""outputs/29_explainable_ai_and_case_retrieval/data/explanation_cases.csv""]","[""all_rows:recommendation_category=suitable_for_preliminary_inspection""]",supported,Recommendation categories organize review priority and do not establish restoration correctness.,thesis_tables.v1,ok,
thesis_d6864d8d50576825386d5a08,t13_explainability,13,explainability,4,recommendation__unstable_candidate,Recommendation — unstable_candidate,"{""candidate_count"": 183, ""model_count"": 1, ""painting_count"": 39}",complete_explanation_catalog,183 candidates,candidate nested within case and painting,"[""29""]","[""outputs/29_explainable_ai_and_case_retrieval/data/explanation_cases.csv""]","[""all_rows:recommendation_category=unstable_candidate""]",supported,Recommendation categories organize review priority and do not establish restoration correctness.,thesis_tables.v1,ok,
thesis_10fa690c6109e944c911f7dc,t13_explainability,13,explainability,5,retrieval_lane__flagged,Retrieval lane — flagged,"{""feature_models"": [""dinov2_vits14""], ""neighbor_rows"": 50, ""query_count"": 10}",selected_case_retrieval,50 neighbor records,query candidate,"[""29""]","[""outputs/29_explainable_ai_and_case_retrieval/data/case_neighbors.csv""]","[""all_rows:lane=flagged""]",supported,"Nearest neighbors are explanatory comparisons, not proof of restoration quality.",thesis_tables.v1,ok,
thesis_c4a8f486e57b71d53f6b1b52,t13_explainability,13,explainability,6,retrieval_lane__lower_risk,Retrieval lane — lower_risk,"{""feature_models"": [""dinov2_vits14""], ""neighbor_rows"": 50, ""query_count"": 10}",selected_case_retrieval,50 neighbor records,query candidate,"[""29""]","[""outputs/29_explainable_ai_and_case_retrieval/data/case_neighbors.csv""]","[""all_rows:lane=lower_risk""]",supported,"Nearest neighbors are explanatory comparisons, not proof of restoration quality.",thesis_tables.v1,ok,
thesis_82d383e0ebd116dbbdb133ca,t13_explainability,13,explainability,7,retrieval_overall,Retrieval coverage,"{""lane_count"": 2, ""neighbor_rows"": 100, ""query_count"": 10}",selected_case_retrieval,100 neighbor records,query candidate,"[""29""]","[""outputs/29_explainable_ai_and_case_retrieval/data/case_neighbors.csv""]","[""all_rows""]",supported,Retrieval coverage is deliberately bounded and illustrative rather than exhaustive evidence of correctness.,thesis_tables.v1,ok,
thesis_62c9860fcb72296bc2756a71,t14_compute_scalability,14,compute-scalability,1,observed__observed_overall_all__hint_places2,hint_places2 — observed_overall_all,"{""candidate_count"": 2620.0, ""is_executed"": true, ""is_projected"": false, ""output_storage_bytes"": 1923441386.0, ""projected_output_storage_bytes"": null, ""record_type"": ""observed"", ""runtime_central_seconds"": null, ""runtime_lower_seconds"": null, ""runtime_upper_seconds"": null}",observed_overall_all,one observed or projected model-scenario record,model-scenario,"[""30""]","[""outputs/30_model_cards_compute_and_scalability/metrics/compute_scalability.csv"", ""outputs/30_model_cards_compute_and_scalability/data/model_cards.csv""]","[""compute_ee0031344d8f716696ac""]",applicable_executed,"Observed records describe one workstation; projected records are linear planning estimates, not executed results or confidence intervals.",thesis_tables.v1,ok,
thesis_b24df1b513d79d118d5f8878,t14_compute_scalability,14,compute-scalability,2,observed__observed_overall_all__lama,lama — observed_overall_all,"{""candidate_count"": 2620.0, ""is_executed"": true, ""is_projected"": false, ""output_storage_bytes"": 1895034954.0, ""projected_output_storage_bytes"": null, ""record_type"": ""observed"", ""runtime_central_seconds"": null, ""runtime_lower_seconds"": null, ""runtime_upper_seconds"": null}",observed_overall_all,one observed or projected model-scenario record,model-scenario,"[""30""]","[""outputs/30_model_cards_compute_and_scalability/metrics/compute_scalability.csv"", ""outputs/30_model_cards_compute_and_scalability/data/model_cards.csv""]","[""compute_3075dcf260d8c9401b1c""]",applicable_executed,"Observed records describe one workstation; projected records are linear planning estimates, not executed results or confidence intervals.",thesis_tables.v1,ok,
thesis_286166b865888524cb99eecb,t14_compute_scalability,14,compute-scalability,3,observed__observed_overall_all__opencv_telea,opencv_telea — observed_overall_all,"{""candidate_count"": 2620.0, ""is_executed"": true, ""is_projected"": false, ""output_storage_bytes"": 1867107732.0, ""projected_output_storage_bytes"": null, ""record_type"": ""observed"", ""runtime_central_seconds"": null, ""runtime_lower_seconds"": null, ""runtime_upper_seconds"": null}",observed_overall_all,one observed or projected model-scenario record,model-scenario,"[""30""]","[""outputs/30_model_cards_compute_and_scalability/metrics/compute_scalability.csv"", ""outputs/30_model_cards_compute_and_scalability/data/model_cards.csv""]","[""compute_70691c7ff808b80af1d4""]",applicable_executed,"Observed records describe one workstation; projected records are linear planning estimates, not executed results or confidence intervals.",thesis_tables.v1,ok,
thesis_212ee82bcebd0dfdc81c23b1,t14_compute_scalability,14,compute-scalability,4,observed__observed_overall_all__sdxl_inpainting,sdxl_inpainting — observed_overall_all,"{""candidate_count"": 35.0, ""is_executed"": true, ""is_projected"": false, ""output_storage_bytes"": 16975786.0, ""projected_output_storage_bytes"": null, ""record_type"": ""observed"", ""runtime_central_seconds"": null, ""runtime_lower_seconds"": null, ""runtime_upper_seconds"": null}",observed_overall_all,one observed or projected model-scenario record,model-scenario,"[""30""]","[""outputs/30_model_cards_compute_and_scalability/metrics/compute_scalability.csv"", ""outputs/30_model_cards_compute_and_scalability/data/model_cards.csv""]","[""compute_1f55f1e9c21838773725""]",applicable_executed,"Observed records describe one workstation; projected records are linear planning estimates, not executed results or confidence intervals.",thesis_tables.v1,ok,
thesis_b259cf13917ab93b8adcff93,t14_compute_scalability,14,compute-scalability,5,observed__observed_overall_all__stable_diffusion_inpainting,stable_diffusion_inpainting — observed_overall_all,"{""candidate_count"": 8520.0, ""is_executed"": true, ""is_projected"": false, ""output_storage_bytes"": 6188889017.0, ""projected_output_storage_bytes"": null, ""record_type"": ""observed"", ""runtime_central_seconds"": null, ""runtime_lower_seconds"": null, ""runtime_upper_seconds"": null}",observed_overall_all,one observed or projected model-scenario record,model-scenario,"[""30""]","[""outputs/30_model_cards_compute_and_scalability/metrics/compute_scalability.csv"", ""outputs/30_model_cards_compute_and_scalability/data/model_cards.csv""]","[""compute_7605cbfa532bed95ad55""]",applicable_executed,"Observed records describe one workstation; projected records are linear planning estimates, not executed results or confidence intervals.",thesis_tables.v1,ok,
thesis_688b85fe7a05235aa6e632c9,t14_compute_scalability,14,compute-scalability,6,projection__projected_300_sdxl_full_design__hint_places2,hint_places2 — projected_300_sdxl_full_design,"{""candidate_count"": null, ""is_executed"": false, ""is_projected"": true, ""output_storage_bytes"": null, ""projected_output_storage_bytes"": null, ""record_type"": ""projection"", ""runtime_central_seconds"": null, ""runtime_lower_seconds"": null, ""runtime_upper_seconds"": null}",projected_300_sdxl_full_design,one observed or projected model-scenario record,model-scenario,"[""30""]","[""outputs/30_model_cards_compute_and_scalability/metrics/compute_scalability.csv"", ""outputs/30_model_cards_compute_and_scalability/data/model_cards.csv""]","[""compute_327beb939363e9c52e84""]",not_applicable_no_full_design_basis,"Observed records describe one workstation; projected records are linear planning estimates, not executed results or confidence intervals.",thesis_tables.v1,ok,
thesis_2c8d06b0965c727738fae10a,t14_compute_scalability,14,compute-scalability,7,projection__projected_300_sdxl_full_design__lama,lama — projected_300_sdxl_full_design,"{""candidate_count"": null, ""is_executed"": false, ""is_projected"": true, ""output_storage_bytes"": null, ""projected_output_storage_bytes"": null, ""record_type"": ""projection"", ""runtime_central_seconds"": null, ""runtime_lower_seconds"": null, ""runtime_upper_seconds"": null}",projected_300_sdxl_full_design,one observed or projected model-scenario record,model-scenario,"[""30""]","[""outputs/30_model_cards_compute_and_scalability/metrics/compute_scalability.csv"", ""outputs/30_model_cards_compute_and_scalability/data/model_cards.csv""]","[""compute_69d5aa76fd0abd15b237""]",not_applicable_no_full_design_basis,"Observed records describe one workstation; projected records are linear planning estimates, not executed results or confidence intervals.",thesis_tables.v1,ok,
thesis_6be932d8ad92c210df700ad5,t14_compute_scalability,14,compute-scalability,8,projection__projected_300_sdxl_full_design__opencv_telea,opencv_telea — projected_300_sdxl_full_design,"{""candidate_count"": null, ""is_executed"": false, ""is_projected"": true, ""output_storage_bytes"": null, ""projected_output_storage_bytes"": null, ""record_type"": ""projection"", ""runtime_central_seconds"": null, ""runtime_lower_seconds"": null, ""runtime_upper_seconds"": null}",projected_300_sdxl_full_design,one observed or projected model-scenario record,model-scenario,"[""30""]","[""outputs/30_model_cards_compute_and_scalability/metrics/compute_scalability.csv"", ""outputs/30_model_cards_compute_and_scalability/data/model_cards.csv""]","[""compute_0f75471229d17cb124c7""]",not_applicable_no_full_design_basis,"Observed records describe one workstation; projected records are linear planning estimates, not executed results or confidence intervals.",thesis_tables.v1,ok,
thesis_6263ac1b724afae3f97969b3,t14_compute_scalability,14,compute-scalability,9,projection__projected_300_sdxl_full_design__sdxl_inpainting,sdxl_inpainting — projected_300_sdxl_full_design,"{""candidate_count"": 2620.0, ""is_executed"": false, ""is_projected"": true, ""output_storage_bytes"": null, ""projected_output_storage_bytes"": 1835582602.0, ""record_type"": ""projection"", ""runtime_central_seconds"": 462883.79, ""runtime_lower_seconds"": 459433.08, ""runtime_upper_seconds"": 479217.692}",projected_300_sdxl_full_design,one observed or projected model-scenario record,model-scenario,"[""30""]","[""outputs/30_model_cards_compute_and_scalability/metrics/compute_scalability.csv"", ""outputs/30_model_cards_compute_and_scalability/data/model_cards.csv""]","[""compute_13ee4d1f9aeabfa96456""]",applicable_projection,"Observed records describe one workstation; projected records are linear planning estimates, not executed results or confidence intervals.",thesis_tables.v1,ok,
